Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
IAEA	105	Demand that target yield or concede	Iran	345182634871cf079c3a872a0cf6e2ae	[0:0:0]	7261
Iran Oil Minister Bijan Zanganeh	101	Demand material cooperation	market stability restorers	ba1838644acab15b4315ceacdc2b94e0	[3:7:11]	7262
White House	105	Demand that target yield or concede	Congressional Republicans	bf03af868ec2abe4d3392ded955e1574	[1:0:3]	7263
Turkey	105	Demand that target yield or concede	Israel	79bf32f61369b7580cee72bec0bce672	[4:11:12]	7264
Turkey	105	Demand that target yield or concede	Hamas	4c564f1ea639f2562e8946e4f4d792c6	[2:3:5]	7265
Rome's chief prosecutor Giuseppe Pignatone	105	Demand that target yield or concede	Egyptian investigators	c50d7473726a7e2ab2424391b2f3ed4e	[2:5:8]	7266
Georgian Deputy Speaker Gubaz Sanikidze	102	Demand for diplomatic cooperation	Iran	6d9f5c717b3eab355b5dea129fba1ec9	[2:4:4]	7267
France	105	Demand that target yield or concede	Iran	9c99d80a0068a89d342aea3fe3425776	[1:0:5]	7268
Iran	101	Demand material cooperation	Russia	14c5684c104c7256c353e8e6aecc484f	[1:0:5]	7269
New Zealand	105	Demand that target yield or concede	Israel	bfacbf4bf5e6c35be8d086dd02a228c1	[3:8:13]	7270
Palestinians	1053	Demand release of persons or property	Israel	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[3:8:10]	7271
Israeli Premier Yitzhak Shamir	105	Demand that target yield or concede	Israeli Vice Premier and Foreign Minister Shimon Peres	c0ad131ff5ad84196e57f74e8763335c	[3:6:7]	7272
Palestinians	100	Demand or order	UN	f1f808ba6f1f45285b096101b17fabb9	[0:0:0]	7273
U.S.	100	Demand or order	Israel	3cf496077ca5f26d2ca1cd101b42576e	[0:0:0]	7274
UN Security Council	105	Demand that target yield or concede	Israel	3cf496077ca5f26d2ca1cd101b42576e	[1:0:1]	7275
Amnesty International	1053	Demand release of persons or property	Israeli regime	3f0c8f5131a8a36f6d0391e4aed59769	[1:0:4]	7276
Amnesty International	102	Demand for diplomatic cooperation	Tel Aviv regime	3f0c8f5131a8a36f6d0391e4aed59769	[2:5:7]	7277
Physicians for Human Rights-Israel	1053	Demand release of persons or property	HaEmek Hospital medical staff	3f0c8f5131a8a36f6d0391e4aed59769	[3:8:10]	7278
Hamas	105	Demand that target yield or concede	Israel	e6b3c648022dc823c6a254480a5e10c0	[2:4:5]	7279
United Nations General Assembly	105	Demand that target yield or concede	United States	b5a97ebe28623136a1193837ca3ec0bf	[1:0:3]	7280
Iran	102	Demand for diplomatic cooperation	International Atomic Energy Agency (IAEA) to keep the agreement confidential	4d81d6996ca6ab17b2b07d601a4cd98a	[2:5:6]	7281
International Atomic Energy Agency	107	Demand settling of dispute	Iran	6405b6fcaf7f7e8225f804142b69b37a	[1:0:3]	7282
Turkey	105	Demand that target yield or concede	Israel	6ab78c27d0324b1d777648fa994c0197	[3:5:7]	7283
Turkey	105	Demand that target yield or concede	Israel	211f317e21656832249cfe4710c84e4f	[5:16:17]	7284
Israel	105	Demand that target yield or concede	US Congress	2674c9a657ae1b2f36e37425cb0b0bcc	[1:0:2]	7285
Republicans	104	Demand political reform	Congressional resolution of disapproval	2674c9a657ae1b2f36e37425cb0b0bcc	[4:10:13]	7286
EU Lawmakers	104	Demand political reform	Egypt	c18ce0f97aba43dc88c3896476e3eab4	[0:0:0]	7287
Palestinian Legislative Council	104	Demand political reform	Palestinian National Authority	6da0c942316dc3e4600fd0b767722459	[4:8:9]	7288
Palestinian human rights groups	104	Demand political reform	Palestinian National Authority	6da0c942316dc3e4600fd0b767722459	[4:8:9]	7289
Hamas	105	Demand that target yield or concede	Egyptian government	751546a17fda200b7852d54be16de458	[4:13:15]	7290
HRW	105	Demand that target yield or concede	Iraqi forces	f6016c53f344d68b17c38b6916b55fae	[2:2:2]	7291
UNESCO	104	Demand political reform	Israel	57fe274d3501bfb71cf96685de84fff7	[2:4:7]	7292
Italy	105	Demand that target yield or concede	Egyptian Government	9b0325361776ddc9370c3b05f537a1e9	[3:3:4]	7293
White House officials	105	Demand that target yield or concede	Not to discuss Camp David accords publicly	c17817678bef651236af511a7035d188	[6:13:16]	7294
Iran	0211	Appeal for economic cooperation	International Atomic Energy Agency (IAEA)	0105545f19473dc6fedc606ed502f053	[1:0:5]	7295
President Bush	1211	Reject economic cooperation	Israel	aa30e7f4b69cbd7ea88bc1c072d8df87	[4:11:14]	7296
Ambassador Eban	107	Demand settling of dispute	Egypt	fd7282e0e842c28ec05dd6539177e607	[7:12:13]	7297
Soviet Government	102	Demand for diplomatic cooperation	emigration of Jews to Israel	dd90af94a3f94a86f29642bd3f7fa901	[1:0:2]	7298
Education Minister Naftali Bennett	105	Demand that target yield or concede	Israel prime minister Benjamin Netanyahu	b504bfd8c943223504625cac32378db0	[1:0:3]	7299
Assad regime	105	Demand that target yield or concede	rebels	6553d8bfcf84eac6d1ebcf2614550571	[2:2:5]	7300
Italy	107	Demand settling of dispute	Evidence from Egyptian investigators	ce4fc501b5972ceef23e9a95acc9f8ac	[1:0:0]	7301
Congressman Jason Chaffetz	106	Demand meeting, negotiation	Deputy National Security Advisor Ben Rhodes	f0a5ad17fcd4cf39771ba514fde616c5	[1:0:3]	7302
Saudi Arabia	1054	Demand easing of economic sanctions, boycott, or embargo	Iran's participation in deal	851c406a52d189ada1baeb697315a9fb	[1:0:2]	7303
Turkey	1054	Demand easing of economic sanctions, boycott, or embargo	End to the Israeli blockade of Gaza	46e0389aa703620e36c8c4cb88fba9ea	[1:0:3]	7304
Turkey	1053	Demand release of persons or property	Compensation for Mavi Marmara victims	46e0389aa703620e36c8c4cb88fba9ea	[3:8:10]	7305
Palestinian Authority	106	Demand meeting, negotiation	Israel	b456533ae45cfc1c94e7edf9aad5d61b	[1:0:2]	7306
UN draft	104	Demand political reform	Israel	b456533ae45cfc1c94e7edf9aad5d61b	[3:6:8]	7307
Iran	105	Demand that target yield or concede	Major powers	d1d7d0f0d45bcc26c18e2be3333b253b	[1:0:2]	7308
Amnesty International	105	Demand that target yield or concede	Israel	bc2dc9e8d262fe65e42c34a32f114536	[5:12:14]	7309
Sen. Tom Cotton	106	Demand meeting, negotiation	Secretary of State John Kerry and Energy Secretary Ernest Moniz	7e7b4605e2a714c8d9121101083b00d0	[3:8:12]	7310
Israeli government	1054	Demand easing of economic sanctions, boycott, or embargo	U.S. Congress	72dca34cba9d95562c04e2420140da95	[2:5:7]	7311
IAEA	103	Demand material aid	increase funding for monitoring Iran nuclear accords	1b32f272493d9343c6b20f3205bd61e0	[5:14:17]	7312
Egyptian Foreign Minister Kamal Hassan Ali	102	Demand for diplomatic cooperation	Israel to withdraw from Lebanon	7ea950478101e7cb5c3b8213c0a84758	[6:14:15]	7313
Court of arbitration	080	Yield or concede	Iran	c943d2bb928b6e61d0e5fa297d988422	[0:0:0]	7314
Israel	080	Yield or concede	Palestinian hunger-striker Mohammed al-Qiq	76d615b44885f4012b586eedd060a621	[0:0:0]	7315
President Barack Obama	080	Yield or concede	Congress	9c4d6cf7fcf66343110034322c2db0f6	[1:0:3]	7316
Saudi Arabia	086	Allow international involvement	Iran	9474f54e61cce9aa308bbefb6f27f0a2	[1:0:0]	7317
Iran	1383	Threaten to use unconventional attack including terrorist	USA by seizing two US Navy small ships	2345002fd437176b13a466ca58cf1d91	[1:0:5]	7318
Israel farmers	080	Yield or concede	Gaza	1b61e4ddc0a1b2669143b215fa182477	[5:13:15]	7319
Defense Minister Avigdor Liberman	080	Yield or concede	the transfer of funds to Hamas	5d352fc9a31c96127331901a920d44a9	[2:1:1]	7320
Hamas	083	Accede to requests or demands for political reform	Palestinian Authority	5d352fc9a31c96127331901a920d44a9	[4:4:4]	7321
Israel	085	Ease economic sanction, boycott, or embargo	Turkey	d28c61d7e7eafd474ef011363fd575aa	[1:0:2]	7322
Russia	080	Yield or concede	Contract with Iran	930e9c97a674f1ec9eac1ea9964fa10a	[3:7:10]	7323
U.S.	080	Yield or concede	UN Resolution error	92b73a52383513dcf78966fef8d70c9d	[1:0:2]	7324
Moshe Dayan	080	Yield or concede	Boutros Ghali	b18d0b2e4889717ef2c4796b690029e6	[2:2:3]	7325
Israel	084	Return, release	Mohammed al-Qiq	bd3a5555021149f9d200c424e2d71ad2	[1:0:2]	7326
President Obama	080	Yield or concede	Iran	26358c3fd440a3db783c2f8d83879c9d	[2:2:4]	7327
Saudi Arabia	080	Yield or concede	Iran	c9c39cb0dae6c392c9528ed987432ea5	[1:0:1]	7328
World powers	080	Yield or concede	Iran	4a8f44d4449b34d199931e6487165825	[1:0:3]	7329
Palestinian Authority	080	Yield or concede	Budget control	3d972c4eb1fc1b04169a2dd725e7065a	[1:0:10]	7330
Palestinian journalist Mohammed al-Qiq	084	Return, release	Israel	6ab994336a26b8ac5bb34dc6badc8ca6	[0:0:0]	7331
Palestinian journalist Mohammed al-Qiq	0841	Return, release persons	Israel	6ab994336a26b8ac5bb34dc6badc8ca6	[1:0:4]	7332
Russia	085	Ease economic sanction, boycott, or embargo	Iran	7922e3578780c8623b05786b3670b8be	[3:7:10]	7333
William Schabas	080	Yield or concede	Commission of Inquiry on the 2014 Gaza conflict	3942c4a1c28f7541d63982df8a664148	[7:22:23]	7334
Israeli High Court	083	Accede to requests or demands for political reform	transfer Mohammed al-Qiq to East Jerusalem’s al-Makassed Hospital	4df26c6aaca9b1cf9556edad92c07828	[2:3:6]	7335
France, Nigeria	1011	Demand economic cooperation	Formation of United Nations High Commissioner for Human Rights	32bd9d9707ad8ef9cce00b9babc4629d	[1:0:1]	7336
Egyptian officials	083	Accede to requests or demands for political reform	Trip postponement	2406c524d2ac6f9472712e99d27c64ef	[2:4:6]	7337
World powers	080	Yield or concede	Iran	4f1d13a448a8a77f6d9aafd9207cc0d0	[0:0:0]	7338
UN	085	Ease economic sanction, boycott, or embargo	Iran	58e6c5907d708d039e2b7f4b67a9dd9c	[3:5:5]	7339
Italian Ministry of Economic Development	085	Ease economic sanction, boycott, or embargo	Egypt	a5dbd1fe98bafbcb6f1138e6b7aae944	[2:2:3]	7340
Iran	085	Ease economic sanction, boycott, or embargo	Deal eases sanctions	636a1305f8a50653f46adfd60f840db9	[3:6:6]	7341
Iran	084	Return, release	Enrichment limitations and Inspections	6d9168f0171717fa3220fb1f837731ed	[1:0:1]	7342
Hamas	083	Accede to requests or demands for political reform	Saudi royal family	ed48101ca2dd6b1f9f5cdbc0cd206d28	[4:12:13]	7343
United States	080	Yield or concede	U.N. resolution preamble	6fe8c6318b4fab0ddbbddd4c7bb5b9ac	[4:10:12]	7344
Senate banking panel	081	Ease administrative sanctions	Iran sanctions	3e633620b823d6577f6b91a026d73f68	[1:0:2]	7345
Saudi Arabia	080	Yield or concede	Iran reach pre-sanctions production levels	b88f7e600f03d5ce3aada1922d149528	[3:8:11]	7346
Israeli Supreme Court	084	Return, release	Administrative detention	2152f49584bf235798bae075610114fe	[2:4:8]	7347
Israeli Supreme Court	1381	Threaten to blockade	Administrative detention of hunger-striker Allan	2152f49584bf235798bae075610114fe	[4:13:16]	7348
Minister of Supply Khaled Hanafi	083	Accede to requests or demands for political reform	corruption scandal	166c424c70d5297e639f014ac9ddf78f	[3:7:9]	7349
France	0842	Return, release property	Radio-Electronic systems to Russian Navy	ebae90de1a999b66253922730184e621	[1:0:5]	7350
US Congress	080	Yield or concede	Vienna agreement	7779b083cfab332a0ae7bbec35f70364	[5:10:11]	7351
Jimmy Carter	080	Yield or concede	Israeli envoy not traveling to Egypt	7bf313059ea104c5254c9cf030f84181	[4:7:10]	7352
President Barack Obama	083	Accede to requests or demands for political reform	US congressional opponents (via potential veto)	b5b7576125075195393466d2bebb3066	[4:8:10]	7353
IAEA	086	Allow international involvement	Iran (regarding inspection authority)	b5b7576125075195393466d2bebb3066	[7:18:21]	7354
Israel	084	Return, release	Turkey	6eb6f70f8a6c8a2742ada4c1762a7f52	[3:6:8]	7355
Turkey	084	Return, release	Israel	6eb6f70f8a6c8a2742ada4c1762a7f52	[3:6:8]	7356
Israel	085	Ease economic sanction, boycott, or embargo	European Union	c7caa60db25b947412fa3522d8c5f28e	[6:13:14]	7357
Israel	0862	Receive inspectors	Gaza blockade	0fe98ab637f9b41e821624a1494e7676	[2:6:9]	7358
Russian President Vladimir Putin	0842	Return, release property	ban on S-300 delivery to Iran	e514e961f9c121d0f268598672a98e28	[3:10:14]	7359
Israel’s Supreme Court	083	Accede to requests or demands for political reform	Order to hold Mohammed al-Qiq under administrative detention	5a853549a23c851bdc96e37934643c4f	[2:4:7]	7360
Italy	081	Ease administrative sanctions	Egypt	4f6faf0c89af27503d79a167b496af41	[5:17:21]	7361
Israel	087	De-escalate military engagement	Sinai	b4d548ec54926db710a5abeed551b7f3	[0:0:0]	7362
IAEA	086	Allow international involvement	Iran	caa10e652969b65e93aa7efea4130717	[0:0:0]	7363
US	081	Ease administrative sanctions	Security Council resolution	12110b2f13f944e9b9d5cb5c36aa054d	[7:22:22]	7364
Iran	086	Allow international involvement	U.N. atomic watchdog agency	af26b95bae72bc4c1c33223ee2915734	[0:0:0]	7365
Iran	0862	Receive inspectors	U.N. atomic watchdog agency	af26b95bae72bc4c1c33223ee2915734	[1:0:4]	7366
Russian President Vladimir Putin	0842	Return, release property	Iran	f08cb3a2808d115eeb995d09a0c2fe61	[2:5:7]	7367
United States	081	Ease administrative sanctions	Resolution on settlements	0b2d0c023a07da468989ad9ab1ac9303	[2:4:6]	7368
The international community	085	Ease economic sanction, boycott, or embargo	Iran	17521f48d77506f8b5dc0b6245e4dcf8	[4:12:13]	7369
Iran	086	Allow international involvement	International supervision	17521f48d77506f8b5dc0b6245e4dcf8	[4:12:13]	7370
President Barack Obama	083	Accede to requests or demands for political reform	US Congress	7ce097b45b643a039bf28b23dbde6386	[3:5:7]	7371
US and European Union	085	Ease economic sanction, boycott, or embargo	Iran	98c3b46dd0e1357a4ce1dcd5009695ce	[1:0:4]	7372
Iran	0311	Express intent to cooperate economically	U.S. and other world powers	6d34826ba2dc640eb35fe8c961db1697	[4:9:11]	7373
Iran	084	Return, release	Turkey	506c2f98b17fa60cb998468703682e09	[1:0:0]	7374
Israel	080	Yield or concede	United States	dc726e3aed758bbdc04f4141e255776c	[1:0:2]	7375
Mike Pence	080	Yield or concede	Event participation	5f37ca7241ef26aa9160a276200a3ea0	[1:0:2]	7376
Iran	083	Accede to requests or demands for political reform	Oil production freeze	c6d32f06faf733c75ad657659c135d90	[1:0:3]	7377
Egypt court	080	Yield or concede	Mohamed Morsi	1632edf75f47caf0692183e30f901039	[5:12:14]	7378
Israel	083	Accede to requests or demands for political reform	Turkey	032f71460220f6e313549e5da5ccc047	[4:10:14]	7379
United States	080	Yield or concede	UN Security Council	fc1b5dc0d8d5af1ba94274eee0585eb6	[4:9:13]	7380
Iran	083	Accede to requests or demands for political reform	Additional Protocol to the Nuclear Non-Proliferation Treaty dependent on Majlis approval	7c04771de11eb54b667f774d0c203fd1	[2:6:9]	7381
Israel	084	Return, release	New Zealand	bfacbf4bf5e6c35be8d086dd02a228c1	[3:8:13]	7382
Israel	083	Accede to requests or demands for political reform	Turkey	c039f55186b2e5f8905bbe2c81840df4	[4:15:18]	7383
Attorney General Yehuda Weinstein	080	Yield or concede	Detention order against Meir Ettinger	6a05385c673623b71efd0a8bfdb8442e	[2:3:5]	7384
French Assembly and Senate	083	Accede to requests or demands for political reform	Palestine	d6b6d4a63e9f7b78a8f9e3891fd2b1a4	[3:8:10]	7385
Iran	1431	Conduct strike or boycott for leadership change	Turkey	c053dc567f8e184d2e4b1049204a262d	[1:0:2]	7386
Iran	084	Return, release	Turkey	c053dc567f8e184d2e4b1049204a262d	[2:3:4]	7387
Iran	083	Accede to requests or demands for political reform	Restrictions on nuclear activities	4d81d6996ca6ab17b2b07d601a4cd98a	[3:7:9]	7388
International Agency for Atomic Energy (IAEA)	0356	Express intent to de-escalate military engagement	Iran	5d3c12221f472e90906ade954231acac	[2:2:4]	7389
Israel	083	Accede to requests or demands for political reform	Turkey	211f317e21656832249cfe4710c84e4f	[5:16:17]	7390
Israel	080	Yield or concede	Cessation of administrative arrests in the West Bank	a1205e18c9a4a93819697769c881da32	[1:0:1]	7391
Israel	0832	Accede to demands for change in policy	Cancellation of the prohibition on political conventions	a1205e18c9a4a93819697769c881da32	[1:0:1]	7392
Israel	0841	Return, release persons	Reunification of West Bank residents with families	a1205e18c9a4a93819697769c881da32	[1:0:1]	7393
Israel	087	De-escalate military engagement	Dissolution of the military government headquarters in West Bank cities	a1205e18c9a4a93819697769c881da32	[1:0:1]	7394
Israel	087	De-escalate military engagement	Dissolution of the military headquarters in the Gaza Strip	a1205e18c9a4a93819697769c881da32	[2:2:3]	7395
National Iranian Oil Company (NIOC)	080	Yield or concede	domestic demand	553e8dbc6688ff5a9bef23822cb4b2aa	[3:7:8]	7396
International sanctions on Iran	085	Ease economic sanction, boycott, or embargo	Iran	11db43c0e6f2c7cd9cc83a072f4df5c5	[1:0:1]	7397
Israel	080	Yield or concede	Obama administration	c37555b811c919113bfb50ad700c75c4	[9:28:31]	7398
Russia's President Vladimir Putin	084	Return, release	Iran	d97c3c81b5d012dbe4cf7696749b1ca7	[2:3:6]	7399
Turkey	050	Engage in diplomatic cooperation	International Court of Arbitration	c943d2bb928b6e61d0e5fa297d988422	[1:0:0]	7400
Iran	032	Express intent to engage in diplomatic cooperation	Algeria	4753fa8fc4d96df659b07549be8f28c9	[3:6:10]	7401
Turkey	050	Engage in diplomatic cooperation	Israel	00dde2edc4e7091bd9de04d1a94f7779	[0:0:0]	7402
China	050	Engage in diplomatic cooperation	Iran	d54a0c23a52df92b016b45867b73b25b	[0:0:0]	7403
China	057	Sign formal agreement	Iran	d54a0c23a52df92b016b45867b73b25b	[2:5:9]	7404
Total	057	Sign formal agreement	Iran	02e7250cad82b91483a0732e9daa2b0e	[1:0:4]	7405
Shell	057	Sign formal agreement	Iran	02e7250cad82b91483a0732e9daa2b0e	[1:0:4]	7406
China	057	Sign formal agreement	Saudi Arabia	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7407
Saudi Arabia	057	Sign formal agreement	China	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7408
China	057	Sign formal agreement	Iran	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7409
Iran	057	Sign formal agreement	China	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7410
China	050	Engage in diplomatic cooperation	United States	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7411
United States	054	Grant diplomatic recognition	China	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7412
China	050	Engage in diplomatic cooperation	Russia	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7413
Russia	054	Grant diplomatic recognition	China	dc7ad493c6ad6346881ac959dc30d212	[1:0:4]	7414
China	057	Sign formal agreement	Saudi Arabia	41bfc3d661a013f5945225e226e76068	[1:0:1]	7415
China	057	Sign formal agreement	Egypt	41bfc3d661a013f5945225e226e76068	[1:0:1]	7416
Iran	050	Engage in diplomatic cooperation	Algeria	8fb5221055afe81d386d242ab8c7aec6	[0:0:0]	7417
Algeria	050	Engage in diplomatic cooperation	Iran	8fb5221055afe81d386d242ab8c7aec6	[0:0:0]	7418
P5+1 group of countries	057	Sign formal agreement	Iran	9744f4bae217927dd806af8b138815a9	[3:10:13]	7419
OPEC	050	Engage in diplomatic cooperation	Russia	9474f54e61cce9aa308bbefb6f27f0a2	[1:0:0]	7420
American Israel Public Affairs Committee	050	Engage in diplomatic cooperation	Jewish War Veterans of the United States	1aa94ef710e6a3349261a2fec419f14a	[3:4:4]	7421
Jewish Agency for Israel	050	Engage in diplomatic cooperation	Jewish Labor Committee	1aa94ef710e6a3349261a2fec419f14a	[3:4:4]	7422
National Community Relations Advisory Council	050	Engage in diplomatic cooperation	National Council of Jewish Women	1aa94ef710e6a3349261a2fec419f14a	[3:4:4]	7423
National Council of Young Israel	050	Engage in diplomatic cooperation	Union of Orthodox Jewish Congregations of America	1aa94ef710e6a3349261a2fec419f14a	[3:4:4]	7424
Union of American Hebrew Congregations	050	Engage in diplomatic cooperation	United Synagogue of America	1aa94ef710e6a3349261a2fec419f14a	[3:4:4]	7425
Zionist Organization of America	050	Engage in diplomatic cooperation	American Jewish Congress	1aa94ef710e6a3349261a2fec419f14a	[3:4:4]	7426
Egypt president Abdel Fattah El-Sisi	057	Sign formal agreement	Germany Chancellor Angela Merkel	887c85dda8845d32f102da0d5378ab53	[1:0:3]	7427
Egypt president Abdel Fattah El-Sisi	050	Engage in diplomatic cooperation	Germany President Joachim Gauck	887c85dda8845d32f102da0d5378ab53	[1:0:3]	7428
Italian investigators	050	Engage in diplomatic cooperation	Egyptian investigators	fca2558528efda1c0711ffe706079bff	[1:0:2]	7429
Egyptian delegation	050	Engage in diplomatic cooperation	Italian chief prosecutor Giuseppe Pignatone	fca2558528efda1c0711ffe706079bff	[2:3:5]	7430
Parties	057	Sign formal agreement	in fields of mutual interests	00df6b0f0fb85e35529aad5efdef17d4	[1:0:5]	7431
US	053	Rally support on behalf of	Iran	a906f240670be23f22ae2efdfe0a5534	[2:3:5]	7432
US	057	Sign formal agreement	Iran	a906f240670be23f22ae2efdfe0a5534	[12:28:31]	7433
China	057	Sign formal agreement	Iran	2345002fd437176b13a466ca58cf1d91	[1:0:5]	7434
Qassem Suleimani	050	Engage in diplomatic cooperation	Moscow	85d781990b7cbd50b8824af82191ac97	[2:2:3]	7435
Netanyahu	055	Apologize	Turkey	7200742766bb4f2738555b0f9fdde208	[4:10:11]	7436
Kyrgyzstan, China, Russia, Kazakhstan, Uzbekistan, Tajikistan	050	Engage in diplomatic cooperation	SCO	db7a1b023f0c9fc20347931859c0c506	[2:5:8]	7437
Hillary	050	Engage in diplomatic cooperation	Barack Obama attack on Libya	e463e8aee7184485f74db2b37b5d0826	[1:0:1]	7438
Turkey	050	Engage in diplomatic cooperation	United States	e463e8aee7184485f74db2b37b5d0826	[4:7:7]	7439
Sunni Gulf states	050	Engage in diplomatic cooperation	United States	e463e8aee7184485f74db2b37b5d0826	[4:7:7]	7440
Menachem Begin and Anwer Sadat	057	Sign formal agreement	Open Borders Declaration	d321786003072c49181a8d72dd3545a5	[1:0:2]	7441
Israel Premier Menachem Begin and Egypt President Anwer Sadat	050	Engage in diplomatic cooperation	Direct Personal Contact	d321786003072c49181a8d72dd3545a5	[2:3:5]	7442
Egypt Acting Foreign Minister Boutros Ghall	057	Sign formal agreement	Israel	d321786003072c49181a8d72dd3545a5	[2:3:5]	7443
Israeli Foreign Minister Moshe Dayan	057	Sign formal agreement	Egypt	d321786003072c49181a8d72dd3545a5	[2:3:5]	7444
Israel	051	Praise or endorse	Russia	9ef462d28838080f62d46441e2edc140	[1:0:0]	7445
Russia and Iran	056	Forgive	Withdrawal of lawsuit	930e9c97a674f1ec9eac1ea9964fa10a	[3:7:10]	7446
Iran	052	Defend verbally	P5+1 group of countries	e45915452e71b88e360b86995dd69d22	[1:0:4]	7447
Iran	050	Engage in diplomatic cooperation	IAEA	1c21d86fa4df7de7b7c4961984ec0c70	[1:0:2]	7448
U.S. Assistant Secretary of State Alfred L. Atherton	050	Engage in diplomatic cooperation	Egypt	30372e8ad02c101e80a46f1f20466b32	[1:0:2]	7449
U.S. Assistant Secretary of State Alfred L. Atherton	050	Engage in diplomatic cooperation	Israel	30372e8ad02c101e80a46f1f20466b32	[4:8:10]	7450
British Foreign Secretary David Owen	050	Engage in diplomatic cooperation	Jordan	30372e8ad02c101e80a46f1f20466b32	[4:8:10]	7451
Crown Prince Hassan of Jordan	050	Engage in diplomatic cooperation	British Foreign Secretary David Owen	30372e8ad02c101e80a46f1f20466b32	[5:11:13]	7452
Israeli Prime Minister Benjamin Netanyahu	053	Rally support on behalf of	President Vladimir Putin	50e98bd0ec3d5376c5f55bf55a217cad	[1:0:1]	7453
Egyptian authorities	0311	Express intent to cooperate economically	Italian counterparts	d8e016f546e57879fc595818686f1583	[3:6:8]	7454
Shamir	050	Engage in diplomatic cooperation	Egypt	218d3d3e63aecf8ca2e3593e0b092520	[2:2:2]	7455
Iran’s Oil Minister Bijan Namdar Zanganeh	057	Sign formal agreement	International Energy Forum (IEF)	37dcc805c10eddeca663a7db16d89ddb	[2:6:9]	7456
Moscow	050	Engage in diplomatic cooperation	Israel	49bf57c7404742602b97bbdbeaca9163	[5:4:12]	7457
Iranian regime	057	Sign formal agreement	P5+1 countries	79dc5a5dade5cdc6b600f3063f932cde	[2:3:5]	7458
Russia	050	Engage in diplomatic cooperation	Syria	d63948502ffe285b17e70a7ca5c5b489	[1:0:3]	7459
Russia	050	Engage in diplomatic cooperation	world powers	d63948502ffe285b17e70a7ca5c5b489	[1:0:3]	7460
Iran	050	Engage in diplomatic cooperation	Azerbaijan	cb041fe57ac6c809e23d8a87893c1c71	[1:0:4]	7461
Azerbaijan	1384	Threaten to use conventional attack	Iran	cb041fe57ac6c809e23d8a87893c1c71	[2:5:8]	7462
Iran	057	Sign formal agreement	Azerbaijan	cb041fe57ac6c809e23d8a87893c1c71	[2:5:8]	7463
Russia	050	Engage in diplomatic cooperation	Israel	0ad0c9df40fe5374f0277414479b17b9	[0:0:0]	7464
Iran	050	Engage in diplomatic cooperation	Azerbaijan	8977f3f4955a9b43bd9ee6edb1d65d4c	[1:0:6]	7465
Iran	050	Engage in diplomatic cooperation	Turkmenistan	8977f3f4955a9b43bd9ee6edb1d65d4c	[3:12:15]	7466
Iran	050	Engage in diplomatic cooperation	Kazakhstan	8977f3f4955a9b43bd9ee6edb1d65d4c	[3:12:15]	7467
Iran	050	Engage in diplomatic cooperation	Azerbaijan	8977f3f4955a9b43bd9ee6edb1d65d4c	[3:12:15]	7468
Chinese President Xi Jinping	053	Rally support on behalf of	Iran	44b14afcd107cfe0ca80dc9f9c759ce7	[3:9:12]	7469
Turkey	054	Grant diplomatic recognition	Israel	9c93caf8a14886730212f6f0741f2377	[0:0:0]	7470
Turkey	057	Sign formal agreement	Israel	9c93caf8a14886730212f6f0741f2377	[1:0:2]	7471
Turkey	057	Sign formal agreement	Israel	3645c2d8502efaa36a88907a7e134e19	[1:0:6]	7472
Russia	057	Sign formal agreement	Egypt	e2901c02b051d94dc8d858ef92895702	[1:0:3]	7473
United Shipbuilding Corporation, Vnesheconombank, Rostekhnologii (Russia's largest companies)	051	Praise or endorse	Egypt	e2901c02b051d94dc8d858ef92895702	[2:4:7]	7474
Russia	052	Defend verbally	Iran	8431ee2b25e5d402fc0bd1ad3907fbdf	[1:0:2]	7475
Russia	052	Defend verbally	Hezbollah	8431ee2b25e5d402fc0bd1ad3907fbdf	[1:0:2]	7476
Israeli President Rivlin	055	Apologize	Turkish President Erdogan	112a908d8376d39d4311f957c4d2cba9	[1:0:1]	7477
Ukraine’s minister of economy and trade	051	Praise or endorse	P5+1 group of countries	f107a251bbcea2855be8525e785f6819	[1:0:2]	7478
P5+1 group of countries	057	Sign formal agreement	Iran	f107a251bbcea2855be8525e785f6819	[3:7:9]	7479
Turkey	057	Sign formal agreement	Israel	819a7a61b9cb753c410ee2c3889ec305	[1:0:1]	7480
Turkish and Israeli officials	057	Sign formal agreement	normalization relations	819a7a61b9cb753c410ee2c3889ec305	[3:4:4]	7481
United Nations	053	Rally support on behalf of	European Union, United States, Russia	95f6baf8a51f7513ba719a50bfbfbc28	[2:3:5]	7482
Lebanon and Israel	053	Rally support on behalf of	stability along the Blue Line	95f6baf8a51f7513ba719a50bfbfbc28	[7:17:18]	7483
Iran	050	Engage in diplomatic cooperation	Turkey	f3a02eb69795abb9c591f2747a6d680a	[1:0:5]	7484
China	057	Sign formal agreement	Iran	528c879cecb13467164b3d9ddcbed0f4	[2:5:8]	7485
