Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Palestinian Authority chief Mahmoud Abbas	043	Host a visit	President Mahmoud Abbas	fdb685df4c06e25d32a9fc8e992ff34d	[3:8:11]	28881
government in Lebanon	046	Engage in negotiation	International Monetary Fund	4164d7c227dffb1e2f8f5a9017ee6e5c	[1:0:1]	28882
government in Lebanon	046	Engage in negotiation	International Monetary Fund	4164d7c227dffb1e2f8f5a9017ee6e5c	[5:8:9]	28883
Japan's Mitsubishi Corporation CEO Takehiko Kakiuchi	043	Host a visit	Abdel Fattah Al-Sisi	4cb8738687b8a69fa97a40dae3138fda	[1:0:2]	28884
Japan's Mitsubishi Corporation CEO Takehiko Kakiuchi	040	Consult or meet	Abdel Fattah Al-Sisi	4cb8738687b8a69fa97a40dae3138fda	[2:3:6]	28885
Germany	042	Make a visit	United Kingdom	6cfff64e4e68f9cefa1ae63eafec1c5b	[3:4:6]	28886
France	042	Make a visit	United Kingdom	6cfff64e4e68f9cefa1ae63eafec1c5b	[3:4:6]	28887
United Kingdom	044	Meet at a third location	Group of Seven	6cfff64e4e68f9cefa1ae63eafec1c5b	[3:4:6]	28888
Jordan	043	Host a visit	Ministry of Finance director-general	6e9729d4be3be0c950199518e886600a	[1:0:2]	28892
Abdel Fattah Al-Sisi	044	Meet at a third location	United Nations Secretary-General	2e803946a3f4fdb8cc37f02b3925758f	[1:0:4]	28893
Attorney General Avichai Mendelblit	040	Consult or meet	Benjamin Netanyahu	fb32e2414719dfb5fd1cf39652f2486e	[1:0:2]	28896
Dr. Haggai Vinitzky	042	Make a visit	The Knesset	fb32e2414719dfb5fd1cf39652f2486e	[4:9:10]	28898
Gantz	043	Host a visit	Abbas	cc3e30fd6ce26bf00a49e231654aa0fa	[1:0:2]	28904
Ethiopia	045	Engage in mediation	The United States	7da89228e6ff0cc4c748a86d3f853c6b	[1:0:2]	28906
Head of Tavanir Arash Kordi	040	Consult or meet	Iraqi Delegate	802c21d1419b5dc389900d5ec4a13ebe	[1:0:2]	28907
Health Ministry	040	Consult or meet	Coronavirus cabinet	362d48009636e20fd00351da35bd69d7	[1:0:2]	28908
Israel	046	Engage in negotiation	Russia	362d48009636e20fd00351da35bd69d7	[4:11:14]	28910
Abdel Fattah Al-Sisi	040	Consult or meet	Uganda President Yoweri Museveni	57bf70306741a96c8708a06093ac9565	[1:0:2]	28911
Sweden official Niklas Johansson	043	Host a visit	Mohamed Shaker	c2ef44ede2a0bdcc251b875ea3f4eed0	[1:0:3]	28915
Indian Deputy High Commissioner J.P. Singh	042	Make a visit	Kulbhushan Jadhav	90d6f062fd4bfaacb32c5a0d2db2f474	[1:0:3]	28916
India	046	Engage in negotiation	Jadhav's case	90d6f062fd4bfaacb32c5a0d2db2f474	[4:12:13]	28917
Binyamin Netanyahu	042	Make a visit	Sultan Qaboos bin Said	e88c12a4a121f698022331b0ed970087	[5:14:17]	28920
Abdel Fattah Al-Sisi	1056	Demand de-escalation of military engagement	Pakistan's Prime Minister Imran Khan	ad2ccf0ce2b5a5116eda930d476e95b3	[3:4:6]	28926
Pakistan's Prime Minister Imran Khan	044	Meet at a third location	Abdel Fattah Al-Sisi	ad2ccf0ce2b5a5116eda930d476e95b3	[3:4:6]	28927
Pakistan's Prime Minister Imran Khan	041	Discuss by telephone	Abdel Fattah Al-Sisi	ad2ccf0ce2b5a5116eda930d476e95b3	[4:7:10]	28928
Abdel Fattah Al-Sisi	1823	Kill by physical assault	Pakistan's Prime Minister Imran Khan	ad2ccf0ce2b5a5116eda930d476e95b3	[4:7:10]	28929
Prime Minister Boris Johnson	042	Make a visit	President Volodymyr Zelensky	1e90936e2915777cf52c94e7676ff535	[3:4:5]	28930
King of Jordan	040	Consult or meet	Abdel Fattah Al-Sisi	f6e137394c378c262b099598f344fb35	[0:0:0]	28934
Bisher Al Khasawneh	1831	Carry out suicide bombing	Abdel Fattah Al-Sisi	f6e137394c378c262b099598f344fb35	[1:0:2]	28935
Abdel Fattah Al-Sisi	0311	Express intent to cooperate economically	Abdel Fattah Al-Sisi	f6e137394c378c262b099598f344fb35	[2:3:6]	28936
Abdel Fattah Al-Sisi	042	Make a visit	Bisher Al Khasawneh	f6e137394c378c262b099598f344fb35	[3:7:8]	28937
Amir Ohana	042	Make a visit	Prime Minister Boris Johnson	e4462acee9525580bdf9d3262050a707	[3:11:15]	28939
U.S. Secretary of State Mike Pompeo	041	Discuss by telephone	Armenian Prime Minister Nikol Pashinyan	6cd34e975541df96f789d0598428bb78	[3:8:11]	28940
U.S. Secretary of State Mike Pompeo	041	Discuss by telephone	Ilham Aliyev	6cd34e975541df96f789d0598428bb78	[3:8:11]	28941
Vladimir Putin	041	Discuss by telephone	Recep Tayyip Erdogan	6cd34e975541df96f789d0598428bb78	[8:29:31]	28942
Russia foreign minister Sergei Lavrov	046	Engage in negotiation	Zohrab Mnatsakanyan	671e61f0ed5eea8b47c701b66e4ca9be	[1:0:2]	28945
Zohrab Mnatsakanyan	046	Engage in negotiation	Jeyhun Bayramov	671e61f0ed5eea8b47c701b66e4ca9be	[1:0:2]	28946
Jeyhun Bayramov	046	Engage in negotiation	Russia foreign minister Sergei Lavrov	671e61f0ed5eea8b47c701b66e4ca9be	[1:0:2]	28947
Pakistan	045	Engage in mediation	Government of Iran	8c5c085910671c338620eb6dc6c2da17	[1:0:5]	28950
Imran Khan	042	Make a visit	Tehran	8c5c085910671c338620eb6dc6c2da17	[1:0:5]	28951
Imran Khan	042	Make a visit	Saudi Crown Prince Mohammed bin Salman	8c5c085910671c338620eb6dc6c2da17	[2:6:9]	28954
President Michel Aoun	040	Consult or meet	Najib Mikati	ded3adecf68ac8d62566be7797eb79bd	[2:5:9]	28955
Najib Mikati	040	Consult or meet	President Michel Aoun	ded3adecf68ac8d62566be7797eb79bd	[2:5:9]	28956
World Bank head	042	Make a visit	Ethiopia's PM	6a19c8d28d468ea17aeb59a7e90ecd22	[0:0:0]	28957
Coptic Pope Tawadros II	040	Consult or meet	Coptic Orthodox Church of Alexandria	9aa11e3a3fa894771ed30138380ff75b	[2:6:9]	28963
Abdel Fattah Al-Sisi	040	Consult or meet	Former US President Donald Trump	b5ab3a774ed4a62b985ee015519fd8fe	[0:0:0]	28965
Maya Morsy	042	Make a visit	European Commissioner for Digital Economy and Society Mariya Gabriel	18a7dfdbbf460881950c31bd19bc5d88	[1:0:2]	28967
Pakistani FM Shah Mahmood Qureshi	042	Make a visit	Egypt FM Shoukry	55f0c6f3e3a635dd51eef719a4b9db3a	[0:0:0]	28968
Pakistan's Prime Minister Imran Khan	044	Meet at a third location	Abdel Fattah Al-Sisi	55f0c6f3e3a635dd51eef719a4b9db3a	[1:0:3]	28969
Pakistan's Prime Minister Imran Khan	046	Engage in negotiation	Abdel Fattah Al-Sisi	55f0c6f3e3a635dd51eef719a4b9db3a	[2:4:8]	28970
French President Emmanuel Macron	041	Discuss by telephone	Iranian President Ebrahim Raeisi	7a1c6a1e2abe802f21bbe8ce649682af	[1:0:1]	28980
Prime Minister Boris Johnson	043	Host a visit	US President Joe Biden	3b37cac4a8163563d6f8b48c53631131	[1:0:4]	28982
US President Joe Biden	042	Make a visit	Prime Minister Boris Johnson	3b37cac4a8163563d6f8b48c53631131	[1:0:4]	28983
Brazil business leaders	0242	Appeal for policy change	Egyptian business leaders	86bb2c7e28370ca8d65196eafac03858	[0:0:0]	28986
Egyptian business leaders	044	Meet at a third location	Brazil business leaders	86bb2c7e28370ca8d65196eafac03858	[0:0:0]	28987
Brazilian Electricity Regulatory Agency (ANEEL) director-general André Pepitone da Nóbrega	044	Meet at a third location	Eicon CEO	86bb2c7e28370ca8d65196eafac03858	[1:0:2]	28988
São Paulo former governor Geraldo Alckmin	044	Meet at a third location	Eletrobras	86bb2c7e28370ca8d65196eafac03858	[1:0:2]	28989
Rubens Hannun	044	Meet at a third location	Tamer Mansour	86bb2c7e28370ca8d65196eafac03858	[1:0:2]	28990
Silvio Pires de Paula	044	Meet at a third location	Robert Wong	86bb2c7e28370ca8d65196eafac03858	[7:16:18]	28992
Juan Guaido	046	Engage in negotiation	Venezuela military officials	7a5e64dc137fc003fee982a45b572c98	[4:12:15]	28994
President Hassan Rouhani	044	Meet at a third location	Ali Akbar Salehi	2336f40a780886f0b52a446781b51da3	[1:0:5]	28997
OPEC head	046	Engage in negotiation	sovereign producers outside the group led by Russia	45ca98a34c2e37e16c53b0248862f494	[4:15:17]	28999
Joint Technical Committee	040	Consult or meet	OPEC and major non-OPEC exporters	78b08e7b2a56c4c9eec5679525f135bd	[5:14:14]	29007
India	041	Discuss by telephone	Tehran	77aae6247f902d5fd83d42e40ca139fd	[7:12:13]	29022
French President Emmanuel Macron	043	Host a visit	Vladimir Putin	2aed96e16b8a4f33c338c3353ec8555a	[2:2:3]	29023
Umer Daudzai	042	Make a visit	Shah Mahmood Qureshi	e903d5515247d2dae4599214b551008f	[3:9:13]	29027
Taliban officials	044	Meet at a third location	Iranian authorities	e903d5515247d2dae4599214b551008f	[4:14:17]	29029
Egyptian Ambassador	043	Host a visit	Peace and Security Council	c1c9d3acd61e67defa6a156c15d738f6	[1:0:3]	29030
Vladimir Putin	044	Meet at a third location	Berlin conference	430540c8dc40301b3cff1b2cf343096d	[1:0:2]	29031
Prime Minister Khaqan Abbasi	040	Consult or meet	National Security Committee	d526400be464655e2890f2f698464968	[7:11:12]	29036
House Armed Services Committee	040	Consult or meet	John Rood and Michael Gilday	b286f303847133308641b01950218964	[11:45:50]	29037
Lawmakers	040	Consult or meet	US Biden administration	c9d45f6536dbfa6c2215f509aa5efca0	[5:12:14]	29040
President Reuven Rivlin	040	Consult or meet	P.A. leader Mahmoud Abbas	6ba6cc511c2b69d48f77b4ddfb03370d	[6:19:22]	29043
Jeff Sessions	040	Consult or meet	Sergey Kislyak	17b4f74f9b19c4cc163bf9a536a953e9	[1:0:2]	29044
Hamas and Mohammed Dahlan	1055	Demand to allow non-mediatory international involvement	Qatar	d5d5b4620bf088c0659d550e7839a78d	[6:22:25]	29050
Hochstein	045	Engage in mediation	Lebanon	b9d3d5e06b279cfaaf2e66c7df66f6f2	[2:5:7]	29056
Hochstein	045	Engage in mediation	Israel	b9d3d5e06b279cfaaf2e66c7df66f6f2	[2:5:7]	29057
Makhdoom Shah Mahmood Qureshi	042	Make a visit	Organisation of Islamic Cooperation	157270baf12934ac2bb93366e63387ee	[3:6:7]	29063
Attorney General Avichai Mendelblit	043	Host a visit	Israeli party members	b5c8995ec7a63ef6a9534532722a5744	[1:0:2]	29064
Khalid bin Ahmed Al Khalifa	043	Host a visit	Times of Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[1:0:3]	29066
Abdel Fattah Al-Sisi	046	Engage in negotiation	Natsuo Yamaguchi	cc2ecced265c99c2d51272480a3ae763	[1:0:3]	29067
Natsuo Yamaguchi	042	Make a visit	Abdel Fattah Al-Sisi	cc2ecced265c99c2d51272480a3ae763	[2:4:7]	29068
US negotiator Rob Malley	043	Host a visit	Senators	aed3ea8e43cee794cdb79dd82430dd83	[6:18:21]	29072
Minister of Culture	042	Make a visit	José Octavio Tripp	e43975df354b07919e6d32f64ad26a1a	[1:0:2]	29075
Hisham El-Sherif	043	Host a visit	Finnish Education delegation	e1322aedd6cbe19b1b6c7c8119513a16	[2:3:6]	29089
Minister of Higher Education and Scientific Research	043	Host a visit	Finnish Education delegation	e1322aedd6cbe19b1b6c7c8119513a16	[2:3:6]	29091
Moutasim Hathalin	042	Make a visit	Israeli police station in Kiryat Arba	3d56252a620d8c1bf2864f7329f7a1ab	[2:4:5]	29096
Palestinian president	0242	Appeal for policy change	Israel	4ae54e758d9f4dbfb42cc7350251bb62	[0:0:0]	29097
Sheikh Tamim bin Hamad Al-Thani	043	Host a visit	Crown Prince Sheikh Nawaf al-Ahmad al-Jaber al-Sabah	8e427193c864d47cfdc8bbe516cf4340	[2:5:7]	29102
Sheikh Mohammed bin Abdulrahman Al Thani	043	Host a visit	Sheikh Tamim bin Hamad Al-Thani	8e427193c864d47cfdc8bbe516cf4340	[2:5:7]	29103
Abdullah Hamdok	046	Engage in negotiation	Sudanese higher committee for following up on the GERD developments	9309a7645c306ab8eb9172184b3a47bd	[1:0:2]	29109
Abdel Fattah Al-Sisi	1232	Reject request to change policy	Palestinian Authority chief Mahmoud Abbas	7cc01ec0addbae6937464e0c078f549d	[1:0:2]	29111
Benjamin Netanyahu	043	Host a visit	Guatemala president Jimmy Morales	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	29119
Indian High Commission	043	Host a visit	Ambassadors from European countries	3cec658bc5572b946096c0d1579c4b31	[3:5:7]	29129
His Majesty King Abdullah’s position	044	Meet at a third location	King Mohammed VI	839862cb4ec35d783171c48155b31d60	[4:9:11]	29130
His Majesty King Abdullah’s position	040	Consult or meet	Israel	66456b035f82e29b1aaae81db6b1c484	[0:0:0]	29132
His Majesty King Abdullah’s position	1121	Accuse of crime, corruption	Palestinian Authority chief Mahmoud Abbas	66456b035f82e29b1aaae81db6b1c484	[1:0:3]	29133
His Majesty King Abdullah’s position	042	Make a visit	Palestinian Authority chief Mahmoud Abbas	66456b035f82e29b1aaae81db6b1c484	[2:4:7]	29134
Jordan	045	Engage in mediation	Israel	66456b035f82e29b1aaae81db6b1c484	[2:4:7]	29135
Sameh Shoukry	0311	Express intent to cooperate economically	Makhdoom Shah Mahmood Qureshi	032f4b4d891bcdb28f840ed1ec7de236	[3:9:10]	29138
Secretary of State Mike Pompeo	1012	Demand military cooperation	Israel	95604acf9339a21b237ceda557c0dd56	[2:1:1]	29139
Poland	043	Host a visit	Israeli envoy Anna Azari	9382d709fe91cb13872b68a27b54e17e	[2:4:7]	29140
Abdel Fattah Al-Sisi	040	Consult or meet	Aaron Mike Oquaye	7b464a1834c3deded5af08253597f60f	[0:0:0]	29142
Aaron Mike Oquaye	040	Consult or meet	Abdel Fattah Al-Sisi	7b464a1834c3deded5af08253597f60f	[0:0:0]	29143
Norwegian officials	043	Host a visit	Zarif	cac0bbedaeeb949a3a2f75b0f6fde070	[1:0:2]	29144
Zarif	040	Consult or meet	Hassan Nasrallah	cac0bbedaeeb949a3a2f75b0f6fde070	[4:7:8]	29145
Mojtaba Zolnour	040	Consult or meet	Head of South Korean parliament’s foreign affairs and unification committee	b01594ec32a1ba6455af11bef01a80cb	[2:3:5]	29146
Abdel Fattah Al-Sisi	040	Consult or meet	Jordan’s Crown Prince Al-Hussein bin Abdullah II	549b882b31125e1800fb4bf9d16b2c0f	[1:0:4]	29149
Abdel Fattah Al-Sisi	046	Engage in negotiation	Jordan’s Crown Prince Al-Hussein bin Abdullah II	549b882b31125e1800fb4bf9d16b2c0f	[2:5:9]	29152
Saudi Kingdom	040	Consult or meet	Qatar	7dbe284563eef61e7a6bff6ab073607e	[0:0:0]	29155
Abdel Fattah Al-Sisi	046	Engage in negotiation	Abdel Fattah Al-Sisi	c96451b7a79c708e6d343783593e0e54	[1:0:2]	29158
Abdel Fattah Al-Sisi	046	Engage in negotiation	Abdel Fattah Al-Sisi	c96451b7a79c708e6d343783593e0e54	[1:0:2]	29159
Oman's Foreign Ministry	042	Make a visit	Ramallah	7b7b5e5e0a3a184f0f3f41109580468b	[1:0:3]	29161
Yusuf bin Alawi bin Abdullah	1123	Accuse of aggression	Al Aqsa Mosque	7b7b5e5e0a3a184f0f3f41109580468b	[2:4:7]	29162
Christine Lagarde	044	Meet at a third location	US economic workshop	7b7b5e5e0a3a184f0f3f41109580468b	[3:8:11]	29164
World Bank President David Malpass	044	Meet at a third location	US economic workshop	7b7b5e5e0a3a184f0f3f41109580468b	[3:8:11]	29165
FIFA President Gianni Infantino	044	Meet at a third location	US economic workshop	7b7b5e5e0a3a184f0f3f41109580468b	[3:8:11]	29166
Shah Mahmood Qureshi	0331	Express intent to provide economic aid	Egypt FM Shoukry	b4ae522c696d28bb8dbb32c435d2cd6d	[1:0:4]	29169
Shah Mahmood Qureshi	042	Make a visit	Egypt FM Shoukry	b4ae522c696d28bb8dbb32c435d2cd6d	[2:5:8]	29170
President Hassan Rouhani	043	Host a visit	Venezuelan envoy to Tehran Carlos Alcala Cordones	225050b5a938e6ebdfbdde208bca49b5	[1:0:5]	29172
Joint Ministerial Monitoring Committee	043	Host a visit	oil ministers of Saudi Arabia and Russia	5370930e3aef2bcb94ac8c44d58d9e9f	[1:0:2]	29174
Egyptian Foreign Minister	042	Make a visit	senior officials from the Russian Ministry of Defense	a71103e37cdf49828bfe1002369d666a	[1:0:3]	29177
Cairo	040	Consult or meet	Doha	f3159ab8f4d6450f302509ba2bdb4798	[0:0:0]	29189
Egyptian Ambassador	043	Host a visit	Soltan bin Saad Al Muraikhi	f3159ab8f4d6450f302509ba2bdb4798	[1:0:5]	29190
Soltan bin Saad Al Muraikhi	043	Host a visit	Egyptian Ambassador	f3159ab8f4d6450f302509ba2bdb4798	[1:0:5]	29191
Abdel Fattah Al-Sisi	044	Meet at a third location	Sheikh Tamim bin Hamad Al-Thani	f3159ab8f4d6450f302509ba2bdb4798	[2:6:9]	29192
Former US President Donald Trump	041	Discuss by telephone	Vladimir Putin	40b09c66cf6a5f37b20105c3b7a0c2d0	[5:15:17]	29198
Recep Tayyip Erdogan	044	Meet at a third location	King Abdullah II	7bae7e69b77b2616dfe81da6f3d65666	[6:20:23]	29199
King Abdullah II	044	Meet at a third location	Recep Tayyip Erdogan	7bae7e69b77b2616dfe81da6f3d65666	[6:20:23]	29200
Recep Tayyip Erdogan	044	Meet at a third location	Palestinian Authority chief Mahmoud Abbas	7bae7e69b77b2616dfe81da6f3d65666	[6:20:23]	29201
Palestinian Authority chief Mahmoud Abbas	044	Meet at a third location	Recep Tayyip Erdogan	7bae7e69b77b2616dfe81da6f3d65666	[6:20:23]	29202
Abdel Fattah Al-Sisi	043	Host a visit	African Union (AU)	fec94997c0fc026ac2ef12a8dbc7feaa	[1:0:4]	29203
UN	045	Engage in mediation	Yemeni parties	d9798a9bff22d1e1f2e90daa0f0850ee	[1:0:0]	29208
Israeli parliament	040	Consult or meet	Israeli MPs	b7945c8d5fb0e8689a041f182c07189a	[1:0:0]	29210
Gantz	042	Make a visit	Abbas	999e62fdff26e1e1bb6b02559a573d63	[0:0:0]	29211
Gantz	046	Engage in negotiation	Abbas	999e62fdff26e1e1bb6b02559a573d63	[1:0:3]	29212
U.S. Secretary of State Rex Tillerson	044	Meet at a third location	Russia foreign minister Sergei Lavrov	c26fd1da1a3794fbed2a41b833041f1e	[2:4:7]	29216
EU Foreign Affairs Chief Federica Mogherini	046	Engage in negotiation	Iran’s U.N. ambassador Javad Zarif	0e2c256c57a86df7e8a1778c04920edd	[3:10:12]	29218
Russian Defense Minister Sergei Shoigu	042	Make a visit	Ben Wallace	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	29219
Ben Wallace	043	Host a visit	Russian Defense Minister Sergei Shoigu	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	29220
Ali Shamhani	042	Make a visit	Afghan officials	c9d90bf1feeafab6778b5843fd7ffd1a	[2:6:10]	29222
Ali Shamhani	042	Make a visit	Abdullah Abdullah	c9d90bf1feeafab6778b5843fd7ffd1a	[2:6:10]	29223
Abdel Fattah Al-Sisi	043	Host a visit	Uganda President Yoweri Museveni	fa39b858f58a837eafb8cb35e0aa77e5	[1:0:3]	29224
Saudi Crown Prince Mohammed bin Salman	042	Make a visit	Kuwait	67c28eb4d203a849bdcdba7daadf37e7	[2:6:9]	29225
Ankara	040	Consult or meet	Amman	a32db62d059cae9a92452d2c2cec8daf	[0:0:0]	29229
Recep Tayyip Erdogan	042	Make a visit	King Abdullah of Jordan	a32db62d059cae9a92452d2c2cec8daf	[3:4:7]	29231
Ambassador Amr Ramadan	043	Host a visit	British Minister of State for the Middle East and North Africa Affairs	c1a6633a538d7dd6de3c8bef93ac9af9	[1:0:4]	29232
Imran Khan	0313	Express intent to cooperate on judicial matters	Iranian president Hassan Rohani	89a9780b74cf3d0dccad8fbf65e691ab	[1:0:2]	29245
Abdel Fattah Al-Sisi	042	Make a visit	Belarus President Alexander Lukashenko	62b620cf13ceafc2ae36aba1b2baf550	[0:0:0]	29249
Abdel Fattah Al-Sisi	042	Make a visit	Romania	62b620cf13ceafc2ae36aba1b2baf550	[0:0:0]	29250
Abdel Fattah Al-Sisi	042	Make a visit	Belarus President Alexander Lukashenko	62b620cf13ceafc2ae36aba1b2baf550	[1:0:3]	29251
Abdel Fattah Al-Sisi	042	Make a visit	Belarus	62b620cf13ceafc2ae36aba1b2baf550	[1:0:3]	29252
Abdel Fattah Al-Sisi	1122	Accuse of human rights abuses	Business community in Belarus	62b620cf13ceafc2ae36aba1b2baf550	[2:4:6]	29253
Abdel Fattah Al-Sisi	042	Make a visit	Belarus	62b620cf13ceafc2ae36aba1b2baf550	[2:4:6]	29254
Abdel Fattah Al-Sisi	042	Make a visit	Romanian President Klaus Iohannis	62b620cf13ceafc2ae36aba1b2baf550	[2:4:6]	29255
Abdel Fattah Al-Sisi	0314	Express intent to cooperate on intelligence or information sharing	heads of Romania's House of Representatives and the Senate	62b620cf13ceafc2ae36aba1b2baf550	[2:4:6]	29256
Indian	042	Make a visit	Experts	489c67d9492cb4cbcae5ac05c7461097	[1:0:2]	29257
Prime Minister Khaqan Abbasi	043	Host a visit	National Security Committee	a434d1cd988b4718467922d2131ba407	[7:12:13]	29258
Benjamin Netanyahu	042	Make a visit	Yedioth Books	88005800338d56fc9503071071ec761d	[1:0:2]	29259
Senior Palestinian official	040	Consult or meet	U.S. Envoy Jason Greenblatt	77756f3918944312d7bf52354ab1df38	[2:3:5]	29263
U.S. Envoy Jason Greenblatt	044	Meet at a third location	Israeli Prime Minister Netanyahu	77756f3918944312d7bf52354ab1df38	[2:3:5]	29264
UK Foreign Secretary Jeremy Hunt	042	Make a visit	US counterpart Mike Pompeo	89e446ce6a849f423d3c08d4141c5f8b	[1:0:4]	29269
Nasser Khan Janjua	042	Make a visit	Iran’s U.N. ambassador Javad Zarif	fdbea334d8342155cc3a3fe09219fdf3	[3:7:10]	29274
Abdel Fattah Al-Sisi	042	Make a visit	Abdel Fattah Al-Sisi	7338564c3de195a826e8b4fe53c36a79	[4:11:13]	29276
Egyptian defense minister	046	Engage in negotiation	Greek defense minister	ee664b5e2a1e68d2653876579eaf8558	[0:0:0]	29278
Greek defense minister	046	Engage in negotiation	Egyptian defense minister	ee664b5e2a1e68d2653876579eaf8558	[0:0:0]	29279
Sameh Shoukry	046	Engage in negotiation	Estonian Foreign Minister Urmas Reinsalu	05f954759dfc13d9719b60af42244a2c	[6:14:16]	29282
President Hassan Rouhani	044	Meet at a third location	Vladimir Putin	41138fb893c438c868e4d0bc0ae3c418	[1:0:3]	29283
Egyptian Foreign Minister	046	Engage in negotiation	Sudanese FM Al-Mahdi	6d723f9cf811e44b313e9361be7549a4	[0:0:0]	29284
King Abdullah II	1721	Impose restrictions on political freedoms	Recep Tayyip Erdogan	c60818ddd631adb9c0311fe831e9f815	[3:3:4]	29286
King Abdullah II	044	Meet at a third location	Abdel Fattah Al-Sisi	c60818ddd631adb9c0311fe831e9f815	[3:3:4]	29287
King Abdullah II	043	Host a visit	Muslim Brotherhood MPs	c60818ddd631adb9c0311fe831e9f815	[3:3:4]	29289
Israeli National Security Adviser Meir Ben-Shabbat	044	Meet at a third location	Nikolay Patrushev	89a49a751b77aae62b19e3e8bff832fc	[2:3:6]	29290
President Horacio Cartes	042	Make a visit	Israel	ca499fc8785eebd8a75852f1756fab5f	[1:0:4]	29291
Organisation of Islamic Cooperation	040	Consult or meet	Organisation of Islamic Cooperation	d2abbc72f5090525938ea5bcaaa035e4	[0:0:0]	29292
United Arab Emirates delegation	042	Make a visit	Organisation of Islamic Cooperation	d2abbc72f5090525938ea5bcaaa035e4	[1:0:2]	29293
PM Imran	045	Engage in mediation	President Hassan Rouhani	bbbad18c481aa4e165bce1dd74652c6e	[1:0:4]	29300
President Hassan Rouhani	045	Engage in mediation	PM Imran	bbbad18c481aa4e165bce1dd74652c6e	[1:0:4]	29301
UN	045	Engage in mediation	Yemeni parties	edbc45df8bfa0111feedd244edcd4a4e	[4:8:9]	29303
Imran Khan	043	Host a visit	Former US President Donald Trump	08fdf9837865dacc7d8e99a3d5041654	[4:6:7]	29307
Imran Khan	041	Discuss by telephone	President Rouhani	08fdf9837865dacc7d8e99a3d5041654	[4:6:7]	29308
Afghan delegation	044	Meet at a third location	Representatives of Pakistan	12aa8299839426e39640bc43d52fbda0	[4:4:4]	29310
Afghan delegation	044	Meet at a third location	Representatives of China	12aa8299839426e39640bc43d52fbda0	[4:4:4]	29311
Claudia Salerno Caldera	043	Host a visit	European countries	fd53ac663eb6880aea4c10d483a96a2e	[3:8:10]	29315
Nicolas Maduro	045	Engage in mediation	Venezuela opposition	fd53ac663eb6880aea4c10d483a96a2e	[4:11:14]	29316
Former US President Donald Trump	044	Meet at a third location	Benjamin Netanyahu	4740bd4c8eca21d651c8d6960d75ca2f	[3:7:11]	29318
Nikki Haley	042	Make a visit	Israeli and Palestinian leaders	4740bd4c8eca21d651c8d6960d75ca2f	[4:12:14]	29319
Abdel Fattah Al-Sisi	042	Make a visit	Abiy Ahmed	5c220895cfaf09d511a9a29be662ddfc	[3:6:8]	29320
Egypt FM	040	Consult or meet	EU commissioner	267bb3541ea67079dbdc53ddd5c4ccfe	[0:0:0]	29324
Imran Khan	1384	Threaten to use conventional attack	United Nations	ce94dbc75b3b08d6d38cbc9d0dc0e947	[4:5:6]	29327
President Reuven Rivlin	041	Discuss by telephone	U.S. President Joe Biden	5305eff42ce2b09d577cffef37372421	[6:19:20]	29337
Benjamin Netanyahu	041	Discuss by telephone	U.S. President Joe Biden	5305eff42ce2b09d577cffef37372421	[6:19:20]	29338
Binyamin Netanyahu	042	Make a visit	President Horacio Cartes	58fefaf4cb2312807c367004bdf3be58	[1:0:2]	29339
President Horacio Cartes	043	Host a visit	Binyamin Netanyahu	58fefaf4cb2312807c367004bdf3be58	[1:0:2]	29340
Polish Foreign Minister Jacek Czaputowicz	041	Discuss by telephone	US counterpart Mike Pompeo	c15dbbe0d26210fccc70fe70b1cb5d03	[1:0:2]	29347
Recep Tayyip Erdogan	042	Make a visit	Jordan	3c8e1c834c1910d79f4cbf32274c7bc5	[1:0:3]	29351
Indian 'spy'	043	Host a visit	Pakistan	d056ed63ea71af2b04e9c4713f7b1d82	[0:0:0]	29352
Indian diplomats	044	Meet at a third location	Kulbhushan Jadhav	d056ed63ea71af2b04e9c4713f7b1d82	[2:2:7]	29356
Khawaja Muhammad Asif	042	Make a visit	Iranian counterpart Dr Javad Zarif	473ad510c6f1458c9cfd05dcd99e57ca	[1:0:2]	29358
Khawaja Muhammad Asif	042	Make a visit	President Hassan Rouhani	473ad510c6f1458c9cfd05dcd99e57ca	[1:0:2]	29359
Bolivian President Evo Morales	0214	Appeal for intelligence or information sharing	Venezuelan President Nicolas Maduro	6670eb04febc8eb98f29c08b214b1a3c	[1:0:4]	29360
Iran’s U.N. ambassador Javad Zarif	043	Host a visit	Deputy Minister of Foreign Affairs for Asia and the Middle East	fd50908cb2f878349d60a390c008ac17	[1:0:5]	29364
Deputy Minister of Foreign Affairs for Asia and the Middle East	040	Consult or meet	Iran’s U.N. ambassador Javad Zarif	fd50908cb2f878349d60a390c008ac17	[1:0:5]	29365
Iran’s U.N. ambassador Javad Zarif	041	Discuss by telephone	Foreign Minister Jorge Arreaza	fd50908cb2f878349d60a390c008ac17	[4:13:15]	29366
Government of Israel	040	Consult or meet	Government of Israel	dcde2f458c567d4ce405217185dd7530	[1:0:3]	29367
Abbas	040	Consult or meet	Abdel Fattah Al-Sisi	428d371904e5c284560395936ddd12c8	[2:5:6]	29371
